"";"TCGA-2J-AAB6";"TCGA-2J-AAB8";"TCGA-2J-AAB9";"TCGA-2J-AABA";"TCGA-2J-AABE";"TCGA-2J-AABF";"TCGA-2J-AABK";"TCGA-2J-AABO";"TCGA-2J-AABR";"TCGA-2J-AABT";"TCGA-2J-AABU";"TCGA-2J-AABV";"TCGA-2L-AAQA";"TCGA-2L-AAQE";"TCGA-2L-AAQI";"TCGA-2L-AAQJ";"TCGA-2L-AAQL";"TCGA-3A-A9I5";"TCGA-3A-A9I7";"TCGA-3A-A9I9";"TCGA-3A-A9IB";"TCGA-3A-A9IC";"TCGA-3A-A9IH";"TCGA-3A-A9IU";"TCGA-3A-A9IX";"TCGA-3A-A9IZ";"TCGA-3A-A9J0";"TCGA-3E-AAAY";"TCGA-3E-AAAZ";"TCGA-F2-6880";"TCGA-F2-7273";"TCGA-F2-7276";"TCGA-F2-A44G";"TCGA-F2-A44H";"TCGA-F2-A7TX";"TCGA-F2-A8YN";"TCGA-FB-A4P5";"TCGA-FB-A4P6";"TCGA-FB-A545";"TCGA-FB-A5VM";"TCGA-FB-A78T";"TCGA-FB-AAPP";"TCGA-FB-AAPQ";"TCGA-FB-AAPS";"TCGA-FB-AAPU";"TCGA-FB-AAPY";"TCGA-FB-AAPZ";"TCGA-FB-AAQ0";"TCGA-FB-AAQ1";"TCGA-FB-AAQ2";"TCGA-FB-AAQ3";"TCGA-FB-AAQ6";"TCGA-H6-8124";"TCGA-HV-A5A3";"TCGA-HV-A5A4";"TCGA-HV-A5A5";"TCGA-HV-A5A6";"TCGA-HV-A7OL";"TCGA-HV-AA8V";"TCGA-HV-AA8X";"TCGA-HZ-7918";"TCGA-HZ-7919";"TCGA-HZ-7920";"TCGA-HZ-7922";"TCGA-HZ-7923";"TCGA-HZ-7924";"TCGA-HZ-7925";"TCGA-HZ-7926";"TCGA-HZ-8001";"TCGA-HZ-8002";"TCGA-HZ-8003";"TCGA-HZ-8005";"TCGA-HZ-8315";"TCGA-HZ-8317";"TCGA-HZ-8636";"TCGA-HZ-8637";"TCGA-HZ-A49G";"TCGA-HZ-A49H";"TCGA-HZ-A49I";"TCGA-HZ-A4BH";"TCGA-HZ-A77O";"TCGA-HZ-A8P0";"TCGA-HZ-A8P1";"TCGA-IB-7644";"TCGA-IB-7645";"TCGA-IB-7646";"TCGA-IB-7647";"TCGA-IB-7649";"TCGA-IB-7651";"TCGA-IB-7652";"TCGA-IB-7654";"TCGA-IB-7885";"TCGA-IB-7886";"TCGA-IB-7887";"TCGA-IB-7888";"TCGA-IB-7889";"TCGA-IB-7890";"TCGA-IB-7891";"TCGA-IB-7893";"TCGA-IB-7897";"TCGA-IB-8126";"TCGA-IB-8127";"TCGA-IB-A5SO";"TCGA-IB-A5SP";"TCGA-IB-A5SQ";"TCGA-IB-A5SS";"TCGA-IB-A5ST";"TCGA-IB-A6UF";"TCGA-IB-A6UG";"TCGA-IB-A7LX";"TCGA-IB-A7M4";"TCGA-IB-AAUM";"TCGA-IB-AAUN";"TCGA-IB-AAUO";"TCGA-IB-AAUP";"TCGA-IB-AAUQ";"TCGA-IB-AAUR";"TCGA-IB-AAUS";"TCGA-IB-AAUU";"TCGA-IB-AAUV";"TCGA-IB-AAUW";"TCGA-L1-A7W4";"TCGA-LB-A7SX";"TCGA-LB-A8F3";"TCGA-LB-A9Q5";"TCGA-M8-A5N4";"TCGA-OE-A75W";"TCGA-PZ-A5RE";"TCGA-Q3-A5QY";"TCGA-Q3-AA2A";"TCGA-RB-AA9M";"TCGA-RL-AAAS";"TCGA-S4-A8RM";"TCGA-S4-A8RO";"TCGA-S4-A8RP";"TCGA-US-A774";"TCGA-US-A779";"TCGA-US-A77G";"TCGA-US-A77J";"TCGA-XD-AAUG";"TCGA-XD-AAUH";"TCGA-XD-AAUI";"TCGA-XD-AAUL";"TCGA-XN-A8T3";"TCGA-YB-A89D";"TCGA-YY-A8LH";"TCGA-Z5-AAPL"
"AACSL";0;0,9401;0;0;0;2,1263;2,1496;0;1,2369;1,8773;2,1834;0;0;0;0;0;0;4,8019;0;2,2663;0,8062;0,4938;2,3231;0,4394;0;0,7435;0;0,4876;0,7479;7,3642;0,5323;0,3349;0,5519;0;0;1,03;0;0,6812;0;0;1,2484;0;0;0,6897;0;1,0834;0;0;0;4,188;0;0;0,8238;1,5573;0;0,5777;0;0;0,485;0,4322;0,818;0;0,3134;1,2848;0,6627;0,9975;0,3138;0;0;3,5651;0,5244;0;0;1,0195;0,3496;0,6404;2,1882;0;1,6504;0;8,3035;0,6649;0;0,9202;0;0;0;1,3615;0;0,5301;2,7924;0;0;0,3504;0;0;0,5124;0,8577;0,3748;0;0,6862;1,2951;0,3874;0,5076;0;0;0,4369;4,3365;2,1472;0,9184;0;0,7168;2,8106;0,4919;0,44;3,1888;0;0,49;1,2782;0;0;0,4272;0,4639;0;1,8269;1,7231;1,9861;0;0;0;0,8584;0;1,2474;2,0172;0;1,2632;0,5038;5,477;1,827;0;0;0,9906;0;4,2194;0,5139;0,8819;0
"AACS";581,2865;682,4912;643,0868;924,3776;1268,3829;996,5447;1276,4402;1201,1218;844,1558;740,9262;1009,8253;984,252;1575,7088;579,7034;940,1236;941,0891;1234,8254;1001,8007;923,0769;1132,5779;605,4621;609,8765;1400,4453;513,6204;752,2205;1157,6208;983,3641;865,9191;833,5826;1099,7238;639,2548;868,7207;1041,3907;1229,3065;965,6992;1011,49;1372,7983;1023,1608;800,9084;905,5816;915,5223;2111,6328;1217,8268;570,3448;1028,7583;789,8158;696,5967;1158,7012;579,0657;1369,0088;1021,2529;1229,108;484,8245;654,0757;1107,4691;1061,814;784,2612;929,7597;797,7692;1187,3784;1121,8814;1143,5475;1040,8211;798,7152;751,4911;1068,8279;700,9727;737,7373;943,5583;890,9091;806,5024;911,5998;581,2192;991,4617;844,5338;668,2677;917,9431;1216,4034;1096,4104;1138,9489;713,5483;857,7327;1623,9521;1178,5276;621,6216;1002,5381;2078,4109;803,9483;514,5262;739,4646;791,1883;950,2392;477,2942;1093,8075;1375,8943;1067,5731;591,8706;741,932;539,3553;1175,2801;598,3299;730,169;707,4777;1823,4706;850,8991;533,637;840,5417;847,5515;711,7848;613,9618;983,0079;1029,3907;554,8061;886,8536;511,7138;973,2143;659,6032;565,8991;595,654;902,2774;1147,8569;1253,8716;853,0674;667,5127;740,8084;732,9121;1088,3813;879,0194;661,0753;1161,4996;1206,4378;897,642;1145,1143;1069,0926;855,4791;736;1911,4024;1797,3528;921,4373;1047,973;1462,2592;1200,0991;763,4096;1044,3038;1132,5797;1041,1201;393,7322
"AADACL2";0;0;0;0;0;0;0;0;0,6184;0;0;0;0;0;0,4859;0;0;0;0;0;0,4031;0;0;0;0;0;0;0,4876;1,1219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0834;0;0;1,4989;0;0,7509;0;0;0,7787;0;0;0;0;0;0,4322;0,409;0,3961;0;0;0;0,2494;0;0;0,409;0;0;0;0;3,0585;0;0;0;0,5542;2,7507;0;0;0;0;0,3067;0;0;0;0;0;0,7951;0;0;0,3767;0;0;0;0;0;0;0;0;0;0;0,5076;0;0,3795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3932;1,2816;3,711;0;0;0;0;0;0;0;0;0;0;0;0;0,4211;0;0,4564;0;4,0541;0;0;0;0;0;0;0
"AADACL3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,7435;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0433;0;0;0;0;0;0,5417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3134;0;0,6627;0;0;0;0,818;0,713;0;0;0;0;0;0;0;0,5542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,4456;0,6862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6378;0;0;0;0;0,3932;0;0;0;0;0;0;0;1,0637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AADACL4";0;0;0;0;0;0;0;1,6026;0;0,6258;0;0;0;0;0;0;0;0;1,268;0;0;0,4938;0;0;0;0;1,0562;0;0;0;0;0;0;0;0;0;3,6317;0;0;0;0;0;0;0;0;0;0;0;0;1,396;0;0;0;0;0;0;0;0;0,9699;0;0;0;0;0;0,6627;0;0;0;1,227;0;0;0;0,3786;0,5097;0;0,3202;0;0,5542;0,5501;0;0;0,6649;0;0;0;0;0;0;0;0;0;0;0;0,3504;0;0;0;0;0;0,7228;0;0;0;0,5076;0;0,3795;0,8737;0;0;0;0;2,1505;0;0;0,44;0;0;0;0;4,5549;1,1797;0,4272;0;0;0;0;0;0,4123;0;0;0,4292;0;0;0;0,5294;0;0;0;1,218;2,027;3,1234;0;0;0;0;0;0
"AADAC";7,0175;203,0552;126,4737;55,7382;165,2536;142,8192;122,5279;87,3397;141,6203;58,8235;342,7948;491,3386;182,9881;113,0677;185,5955;556,4356;309,1915;261,7047;1094,2519;214,1643;112,8691;22,2222;17,8105;76,8893;160,8984;113,0112;18,4843;224,7684;126,7764;537,5882;81,9694;214,6685;236,2031;416,1074;44,8549;53,0466;109,6786;34,7411;18,1681;34,4288;412,8173;22,257;148,0777;73,1034;297,3637;713,4345;85,4453;108,9428;203,3475;24,1973;466,3221;320,1878;125,2223;154,9537;97,2595;128,8273;4,818;233,5182;51,8914;526,9073;1968,0982;344,2129;10,9692;84,3683;33,7972;1917,207;242,8616;276,4242;35,9918;39,9287;108,0231;16,8176;33,3207;208,4873;169,1864;138,3285;154,267;298,1435;332,2789;60,9551;303,9085;230,7235;1418,5629;552,7607;162,578;48,2234;15,6822;543,9074;217,4857;176,2523;695,0047;120,1645;43,3219;5158,2728;100,7155;4,5323;62,5179;198,9922;5,6222;10,4807;424,0457;184,4201;211,1585;23,8594;10,2931;6,0727;180,865;87,2125;407,4244;3,2145;2,5361;272,4014;261,9449;52,6308;99,8788;27,4235;59,9639;22,048;65,1896;19,4617;255,9969;121,3286;8,3498;282,7411;1195,7068;55,1407;269,6127;153,7872;47,8655;224,9459;22,3176;57,8778;464,4491;138,1752;685,0185;433,6842;430,2419;347,7864;21,9245;144,5946;47,3712;79,2472;155,9252;55,3797;180,37;71,4364;83,1909
"AADAT";60,2339;83,6663;88,9603;62,6272;94,9591;77,6114;80,8255;77,7244;84,1064;58,1977;19,6507;81,8898;96,9234;17,6089;72,3919;44,0594;28,4611;112,8451;62,1302;35,1275;49,9849;87,9012;70,8547;39,5431;48,5962;68,4015;118,2994;88,2496;90,8751;66,278;51,6301;61,286;69,5364;93,9597;47,4934;38,6261;80,6247;53,8147;73,4292;44,3401;70,7449;87,6369;103,2057;108,9655;122,3997;100,2167;56,4808;34,9327;26,4801;42,8106;62,3265;25,3521;117,8078;21,8025;76,8404;106,8746;267,666;60,9982;112,0272;135,2928;88,3436;59,8115;119,0943;68,9507;60,6362;58,1047;52,7142;49,1017;51,5337;73,0838;71,3162;43,122;54,5248;93,2841;85,6419;46,7499;68,9278;96,9798;59,9642;73,4341;142,8204;82,4487;123,3533;60,4294;47,4012;87,8173;69,2629;56,501;93,4021;36,3106;66,708;50,6839;68,1849;96,3476;50,6329;38,3189;38,9456;80,1973;105,3223;93,9646;74,1051;113,7085;95,6993;46,7036;99,5003;54,6541;36,2604;37,1015;64,9517;34,8998;37,0276;90,3226;105,6773;43,2851;73,4791;49,1071;60,8656;70,0637;33,66;93,1677;77,0743;20,9335;80,2505;84,264;61,2012;53,4176;33,7637;44,5282;29,2511;91,5645;70,3863;70,7395;40,3326;99,3449;135,5214;89,2632;59,4479;80,3286;48,7211;101,3514;84,3311;57,4542;49,0644;107,5949;73,9979;63,4991;30,1994
"AAGAB";952,0468;1462,7497;1105,0375;1283,8578;682,596;1115,2653;1074,3766;2229,9679;995,671;643,3041;1065,5022;1226,7717;1198,0696;1845,2271;1472,1315;1145,0495;1241,2939;1459,7839;1139,8986;920,1133;917,0614;1030,6173;1678,8307;1036,0281;891,8836;1180,6691;1988,9094;1151,1458;796,1855;806,3823;814,3713;985,2646;850,9934;687,9195;1793,3157;700,9358;930,4522;713,2153;675,246;1505,999;861,0071;1813,2499;1331,8017;873,7931;2397,3072;1070,4225;1062,9978;737,7321;769,9226;1290,8329;1294,5883;964,3192;991,8925;690,6728;734,014;1030,6181;961,9914;1340,727;841,9011;1141,1282;1105,5215;1429,5334;1121,6799;1217,1306;810,4705;1199,7506;1138,3746;1176,0151;1200;915,1515;901,4158;1477,7922;1098,0689;1107,1747;888,9277;910,6628;806,3457;843,4469;942,3738;1065,9947;1352,9185;1347,1058;1196,4072;641,1043;894,8025;1532,4873;1463,4083;829,8162;1130,057;938,2454;1496,7422;1206,0082;1125,9923;1119,7337;922,9499;1479,6044;816,3203;1075,587;908,5457;921,9371;765,0663;1115,8454;994,5757;1342,7282;1047,939;1000,0949;983,3989;618,6789;1114,3781;818,3096;958,1537;719,7133;1087,1276;1206,0816;1126,3863;1059,949;865,1939;924,5468;1667,6608;960,2484;968,5411;760,0128;1077,1193;1060,9137;1088,8331;636,4159;1565,0447;1454,1751;798,2896;805,3353;1316,7382;1077,7063;859,0437;1295,0141;1261,514;956,6316;1069,0553;985,3948;943,9708;805,4054;1004,1645;977,2164;1154,262;940,9283;1008,222;1402,7119;1079,7721
"AAK1";912,2807;607,2855;913,1833;810,3961;720,8263;959,6881;820,2923;952,7244;1240,569;1042,5532;973,7991;748,0315;449,2258;938,3689;955,185;657,9208;633,9072;981,3926;939,1378;746,7422;986,7983;925,4321;628,0128;1119,9473;1481,9806;1032,7138;628,4658;751,8284;1052,73;1504,7561;1558,7492;1554,2532;630,2428;791,9463;917,7661;850,2902;898,4928;1262,2616;769,8713;976,5258;695,3808;451,3998;825,6453;1233,7931;859,4262;784,9404;1165,8219;426,2978;593,0552;783,6203;295,863;477,9343;809,4139;1278,5623;572,273;849,7978;615,0964;381,3925;1083,4142;508,3207;1222,9039;988,2754;1559,1945;1385,0107;1654,7382;922,4439;905,8676;1466,0786;868,3027;1557,2193;1489,7745;796,0328;1230,2158;1080,6678;943,4589;1138,0083;935,9956;600,1663;638,1516;818,3345;564,6387;695,4949;579,6407;748,4663;1203,7422;661,9289;1580,7632;1139,5507;1138,4741;689,9019;1139,0009;1087,1864;967,0198;817,3776;885,5256;745,7767;1134,5468;1036,1317;1190,4048;1656,6679;1125,9855;857,3464;879,8915;807,1599;981,7689;873,7072;1084,3163;849,4789;788,0092;1128,2753;615,7748;1317,5627;713,8842;494,8279;1268,5045;911,9898;1169,9729;1056,3449;861,0993;1422,7743;1145,1042;884,7592;563,609;605,0761;969,171;703,0442;385,3029;1128,0474;1220,0375;594,8089;1072,9614;767,4169;1245,738;397,884;939,6506;882,9474;553,6719;1176,6317;859,9269;1133,1081;1168,1416;968,3011;846,5696;1024,2616;740,4933;489,4719;1404,5584
"AAMP";2201,7544;3139,8355;2419,0782;3014,874;3385,232;2505,183;3188,3061;3040,8654;2124,3043;2545,6821;2975,9825;3368,5039;3732,1536;3902,6877;3105,5659;3651,4851;4011,0804;2878,7515;2623,415;2615,864;2302,5295;3638,0247;3423,0955;3170,0351;2152,1184;3517,4721;3439,662;2859,5807;4191,0995;2613,0715;2135,7285;2054,2532;2724,0618;2380,3132;2907,6517;3260,5617;2380,2433;2135,5586;2334,595;4533,6463;3258,0108;3220,3095;5208,7447;1993,1034;4849,4315;3417,6598;3713,9754;3987,661;2725,9555;3056,3053;3033,722;3548,3568;2158,849;3790,5245;2674,3686;2510,1098;2885,9743;3849,6611;2447,6237;4779,7709;2808,589;2963,2417;2427,9558;2438,9722;1986,0835;2568,5786;2683,0875;2668,7661;2186,5031;2274,8663;2184,0587;2833,9802;2085,195;1927,8705;2411,2558;2693,2437;2300,3282;2892,7681;3102,7369;2300,9359;3123,7804;2388,3535;3398,8024;3134,0491;2067,7755;2997,9695;3102,7182;2303,6079;3541,9495;3347,4689;2410,4871;2627,1713;3370,4426;3252,343;2625,7567;3176,3494;2152,2568;2565,4551;2381,5592;1916,8775;2038,5758;2786,2462;2277,0244;4857,681;2388,9873;2838,2199;2677,1516;3234,5728;2582,5014;2521,5139;3752,98;2567,7419;3550,8713;2199,1805;1928,0565;2414,5408;2164,1118;2111,7099;3865,7861;2022,3602;2287,0625;2124,9599;3801,9251;2522,8426;2510,1621;1928,7766;3858,4906;3302,9195;2144,9047;2917,8082;2524,8927;3043,9443;3225,7796;4964,2207;2328,216;2586,5263;3622,7978;3615,2442;2372,1072;2518,2432;2586,6736;3324,9133;2839,9168;2433,5443;2940,3905;3899,4598;2122,5071
"AANAT";4,6784;0,9401;1,0718;0,6263;0;1,0632;0,4299;0,8013;0,6184;0,6258;0;0;0;0,4634;0;0;0;0;1,6906;2,8329;0,4031;0;0,7744;3,5149;0,8167;0,7435;1,5844;1,9503;1,4959;0;0,7984;0;1,1038;0;0,8795;0;2,9054;0,6812;0;2,0866;0;0;0;2,7586;0,3755;0;0,7241;1,1842;1,9985;0,9307;0;0,939;0,4119;0,7787;1,612;0,5777;0;1,2323;2,9098;0;0;0,3961;0,3134;0;0,3313;0,4988;0,6275;0;0,409;0,713;2,0975;0;0,3786;0;0;0,6404;1,6411;0;0,5501;0;1,1071;0;0;0;0;0;0;0;0,2715;0;0;1,6783;0;0,3504;1,1007;0;1,5373;0,4289;0;0,3614;0;0,518;1,9372;0,5076;2,4507;0,3795;0,8737;1,4455;1,0736;2,7553;2,5361;1,4337;1,6863;2,9513;0,88;0;5,8611;0;0,4261;1,2422;0,7865;0;1,3916;0,5076;0;1,1488;0,993;0,4123;1,5955;1,442;1,2876;1,0718;0,8316;0,5043;2,1175;1,6842;0;0;2,4361;0;0,5206;1,9812;0;1,5823;0;0,441;5,1282
"AARS2";330,883;422,0917;346,1951;418,9197;390,3129;540,0833;484,0112;321,3141;459,4496;422,403;340,5349;355,9055;382,0591;283,5959;361,4544;327,7228;419,155;529,4118;415,0127;423,728;371,2506;403,9457;225,3373;491,6476;447,1383;320,4461;496,958;429,0297;283,4705;384,1669;374,9621;372,0596;345,4746;373,4452;361,9173;320,2983;377,6938;559,2439;488,2513;456,4424;507,2826;573,695;273,7194;426,731;515,0249;408,9924;423,3888;352,8799;431,0667;371,3169;241,7967;521,9624;265,6814;374,5128;540,5642;373,1889;353,3191;286,5065;386,4452;456,8662;402,0245;250,7328;343,1388;304,8951;435,2816;570,0623;331,0229;595,8456;384,863;474,8378;293,6078;609,7068;281,7039;348,1585;371,9269;437,3807;468,2385;380,1607;396,0886;383,9645;870,1746;394,2911;738,5808;356,7485;343,4096;223,3198;485,3555;295,3982;481,1187;349,8542;382,87;374,5876;326,6093;398,3498;334,6175;293,7742;291,0671;304,0592;318,9618;364,579;358,8538;349,9087;389,7327;240,625;303,8778;282,3721;455,1988;366,6781;434,7202;400,315;419,9543;466,6595;504,1934;354,1512;453,1373;505,051;490,4328;348,3439;285,8969;334,5424;489,9096;247,3224;332,1303;505,5584;363,5442;376,1746;501,4896;246,1419;547,2299;516,1283;498,6824;375,0857;403,6424;584,9702;440,9582;435,76;295,2245;365,1164;468,9403;400,6014;410,6715;315,4978;308,5239;526,3502;322,1686;493,4362;448,9915
"AARSD1";459,6491;542,4207;632,3687;507,9067;553,1062;442,9875;720,9802;650,641;533,086;802,2528;672,4891;1313,3858;770,561;309,0825;531,5221;357,9208;1304,0378;1706,4826;538,0389;387,5354;595,3845;728,8889;539,3476;568,9807;545,5845;387,3606;659,0969;737,6889;828,347;646,8242;372,322;476,2224;443,1567;495,5257;502,6385;415,6173;480,1162;369,2098;560,1817;930,0991;561,7978;614,1541;514,2334;617,2414;552,3005;715,0596;468,5011;523,9911;651,0117;670,0791;900,3546;657,277;657,0052;372,9789;498,6566;473,7146;594,2184;806,5311;573,7148;369,5699;371,3701;367,1869;550,9676;591,4347;382,3724;356,6085;490,1161;351,5921;897,3415;453,4759;429,9948;508,84;391,5184;458,7741;385,2137;319,5645;443,6543;680,5209;537,4777;400,288;979,2606;601,7427;662,2754;354,908;384,1996;606,599;391,5316;495,5752;351,887;275,3777;312,7521;586,0535;438,8695;553,5605;463,9516;784,0956;413,5408;426,2893;572,3388;441,2721;471,3906;362,6238;521,5033;354,3381;571,0238;493,4054;462,2106;435,0989;526,592;644,2695;761,3492;636,5591;516,5823;633,0453;473,8742;550,3827;567,6285;557,0799;484,8743;581,7805;512,7802;287,5147;786,7332;1320,3046;744,4622;435,9563;789,9702;497,6437;610,0188;620,7642;601,2876;829,0461;419,1268;744,8348;536,2626;580,6316;697,7576;359,1967;640,0731;654,0541;514,836;557,7018;460,2911;565,4008;476,3618;552,53;525,9259
"AARS";2656,1404;2670,7403;2698,821;2500,7046;2579,3125;3126,4286;2466,0361;3911,859;2536,1781;2845,4318;2604,8035;2872,4409;2396,5413;2817,8869;4335,7432;2688,6139;2167,5747;3463,3854;2388,8419;2296,8839;3957,6741;2270,6173;2688,9943;2190,6854;3000,7147;3655,7621;4630,0502;2634,3247;3064,6971;5832,4639;3112,9741;3027,1266;2951,9868;2687,9195;4229,9912;2745,5464;2548,0298;2177,7929;2957,6079;3284,2984;2091,5522;6785,6025;3700,1472;2371,7241;2604,9362;2438,2449;3142,6503;3591,5593;2925,306;3096,3239;1957,6518;4861,0329;3268,9612;2256,5612;1664,1591;2538,9948;2338,3298;1900,801;2277,4006;3535,7683;4914,9284;2518,0227;3177,3094;3103,6403;2568,5885;2550,3741;3149,043;2924,2766;4476,0736;3490,5526;4128,474;7380,3364;2817,1147;2674,143;3402,6042;3447,3263;2506,5646;2199,5012;2453,5827;4454,5236;3268,8151;2416,9445;3868,2635;2339,5706;2906,0291;5542,6396;3541,5578;2946,2219;5916,3725;3156,9043;3835,2467;4107,4096;2600,8199;3182,2721;3007,1547;2574,7837;4586,3567;3418,0337;3930,6597;3052,4033;3035,5636;3807,8094;2805,1143;3974,3739;3078,6273;3910,0484;3036,2604;3557,4037;2731,7293;2081,5922;4523,4593;2901,7921;2811,1298;2740,7367;2988,4435;2780,6122;2223,174;2563,4493;2933,9582;2554,0373;2654,3453;3325,0027;3649,7739;3788,3249;3857,5017;2893,1648;3058,0933;2728,5883;2184,2608;1654,6503;2913,3047;3071,8114;2155,9252;2807,881;2079,4071;2563,3684;2379,9328;4146,9649;2636,419;2800,6757;3108,7975;4503,2194;2317,2557;2071,2025;3245,6321;4217,8371;2123,0769
"AASDHPPT";637,4269;662,7497;687,0311;517,927;455,064;572,3399;605,761;567,3077;638,2189;495,6195;507,6419;466,1417;551,3774;497,1687;664,1597;374,7525;371,2885;617,0468;554,5224;583,5694;516,3761;359,0123;595,4893;556,239;739,9163;541,2639;422,498;625,4803;672,7749;1037,128;834,3313;859,6785;610,3422;558,1655;761,2137;522,7405;573,0888;660,7629;677,517;425,1435;381,1402;387,4109;386,7969;511,0345;403,1719;407,909;642,2882;440,5078;677,9915;642,1591;579,7112;491,0798;951,1128;488,2208;461,0425;639,5147;594,7537;339,4948;519,3501;645,3426;849,8569;735,9582;943,0385;650,5353;705,4341;647,1047;606,2127;735,9187;541,1043;939,0374;885,6843;717,5248;711,8516;905,3141;760,6397;1106,6026;821,663;635,6331;618,3469;521,2383;684,7019;608,3918;665,2156;634,0491;711,4345;915,736;601,9341;915,5888;736,3562;808,3514;743,0965;595,7875;964,3828;760,5746;756,7419;635,3523;726,1304;822,1293;870,3148;804,4814;1046,3912;738,1985;462,6114;526,4307;698,9528;548,0596;656,6186;581,5774;798,1545;396,2969;792,2901;789,9642;690,7926;478,596;626,9924;484,0561;588,3679;597,2562;500,5922;604,5549;734,5655;1560,1837;599,7913;582,7411;668,6458;543,9403;237,3386;408,175;669,5847;368,4211;619,7425;550,911;524,3243;432,1757;552,144;644,6316;385,404;535,8284;458,5871;535,1351;566,8922;514,6112;500,2079;626,5823;528,777;417,5945;746,4387
"AASDH";104,6784;210,5758;146,8382;288,7114;217,6661;197,3952;193,4652;140,2244;193,5683;150,1877;183,4061;149,6063;167,3034;127,4328;163,2463;123,2673;92,4987;135,6543;148,7743;133,1445;179,7843;108,1481;163,7789;211,3357;223,3793;162,0818;133,0869;218,9176;131,264;197,6066;224,3513;224,0455;199,7792;199,1051;227,7924;108,1532;246,9584;254,7684;110,5223;210,746;233,042;198,9219;90,6415;175,1724;164,8266;153,8462;157,8566;132,0339;124,4067;127,0358;124,6529;202,8169;393,7912;249,1717;221,9237;218,3709;103,3191;118,2994;166,3434;214,3938;298,5685;165,5708;351,6415;182,8694;287,6077;286,5337;176,0276;154,5793;213,0879;326,2032;265,8626;263,4756;343,0519;270,6767;320,1958;290,1057;237,4179;245,4974;190,8953;230,3816;150,0167;180,1904;177,2455;273,9264;219,1268;191,3706;179,0382;187,2022;216,6712;335,0119;166,615;246,7064;260,308;206,7093;228,9488;180,0577;296,1915;204,9962;158,5457;393,2056;275,1494;206,6956;188,6866;109,1443;180,3749;230,7619;231,5422;234,6547;162,1109;141,4362;202,384;258,7814;160,7645;128,8717;228,3572;176,0204;184,8512;184,7134;139,7529;259,2133;314,5891;336,217;267,6563;171,066;188,1708;116,0253;131,0824;180,9988;174,443;126,8926;237,7682;170,9539;176,2994;172,9711;183,6951;217,6842;141,0629;172,9804;238,1242;234,4595;272,7746;157,999;144,6985;171,4135;125,3854;130,5259;253,5613
"AASS";162,5731;216,2162;312,9689;416,471;243,5641;329,5827;335,3396;333,3333;358,0705;342,3029;152,8384;505,5118;165,2926;194,6247;203,0861;206,9307;177,2353;184,8739;216,8216;271,9547;218,4823;310,1235;169,9739;227,5923;312,8127;127,1375;291,5236;376,4018;301,4211;276,1583;447,6381;483,5901;213,0243;277,4049;145,5585;257,5076;440,1671;703,6785;299,7729;162,2327;646,2755;108,5029;317,6939;590,3448;146,4291;293,6078;205,6481;482,5455;394,704;97,7199;185,4776;218,7793;311,4081;159,6256;331,0048;279,0295;173,9829;80,7147;414,161;162,9566;330,8793;292,7196;510,5383;433,4047;682,5712;175,0623;300,9099;249,1455;220,8589;537,6114;481,3844;201,3799;621,7342;686,1221;312,1559;265,1297;324,9453;397,34;316,8753;345,0924;200,9449;357,7211;256,8862;218,7117;457,3805;224,8731;158,9127;270,9326;362,4762;240,1272;193,6084;258,4543;278,3902;394,1491;417,7215;209,3119;286,4551;268,4679;309,2204;741,9588;402,7748;284,4007;346,3774;318,2951;171,5522;134,7376;269,1131;241,4004;309,1916;141,8954;272,8887;486,7384;338,3924;260,2028;340,9958;547,8316;350,3156;416,9525;283,7665;586,3354;397,9552;134,145;243,0709;193,9086;248,4586;427,915;192,1549;123,2771;276,0242;498,1975;301,7167;329,0461;896,0499;241,0501;299,1001;343,5789;190,9387;379,7353;303,8977;702,027;436,2311;443,7841;372,1414;416,6667;346,3515;157,4248;283,7607
